FName,LName,City,State,HS,Age,Body,Height,Weight,Team,Class,#,RedShirted,Scholarship,Position,Inside,PInside,Jumpshot,PJumpshot,Ft,PFt,3p,P3p,3pUsage,Handling,PHandling,Passing,PPassing,ORb,PORb,DRb,PDRb,PostD,PPostD,PerD,PPerD,Stealing,PStealing,Blocking,PBlocking,Fouling,Quickness,Jumping,Strength,Stamina,Intelligence,OverallPot,Games,Minutes,FGM,FGA,FTM,FTA,3PM,3PA,OReb,DReb,Ast,Stl,Blk,TO,PF,Prestige
Jonah,RADEBAUGH,Thornton,CO,Northglenn HS,22,3,75,185,Northern Colorado,4,12,0,-1,5,41,41,68,68,70,70,76,76,64,66,66,63,63,25,25,55,55,34,34,52,52,45,45,10,10,78,74,48,47,100,70,3,31,1168,194,392,71,90,51,115,35,160,202,46,7,78,55,0
Cameron,OLUYITAN,Sugarland,TX,Clements HS,21,2,79,195,Southern Utah,4,23,-1,-1,4,37,37,67,67,79,79,65,65,68,51,51,32,32,9,9,48,48,32,32,49,49,43,43,6,6,66,58,55,49,99,53,4,32,1072,144,324,81,95,58,156,12,130,58,39,4,53,64,0
Bernie,ANDRE,North Miami Beach,FL,Miami Norland HS,21,3,78,210,Northern Arizona,3,10,-1,-1,2,47,47,53,53,53,53,55,55,61,48,48,26,26,43,43,57,57,38,38,33,33,34,34,15,15,39,41,43,59,89,40,4,30,832,122,273,53,76,38,109,52,144,34,24,8,48,75,0
Matt,HAUSER,Thousand Oaks,CA,Thousand Oaks HS,22,3,74,180,Portland State,4,10,-1,-1,4,42,42,60,60,52,52,66,66,73,59,59,41,41,41,41,32,32,20,20,57,57,50,50,0,0,85,64,48,39,94,66,3,25,800,133,335,30,45,64,181,39,64,63,37,0,22,31,0
Markus,GOLDER,Portland,OR,Clackamas HS,22,2,78,195,Portland State,4,2,-1,-1,4,41,41,56,56,67,67,48,48,54,46,46,20,20,48,48,45,45,35,35,37,37,45,45,42,42,6,57,64,47,50,25,3,30,479,66,156,20,26,19,63,32,57,17,19,14,29,69,0
Coreyoun,RUSHIN,Chicago,IL,Sunrise Christian Academy,18,2,78,200,Idaho State,1,15,0,-1,3,40,40,44,44,0,0,8,8,14,45,45,33,33,48,48,42,42,30,30,38,38,43,43,23,23,29,44,47,49,77,36,5,29,558,53,116,6,20,2,18,34,58,44,21,7,44,61,0
Tim,FULLER,Gilbert,AZ,Highland HS,22,3,81,235,Weber State,1,33,-1,-1,2,56,56,46,46,19,19,0,0,0,52,52,24,24,74,74,46,46,46,46,24,24,28,28,55,55,30,37,45,57,80,38,3,32,641,98,154,20,45,0,0,69,88,23,13,34,26,64,0
Payten,RICKS,Wichita,KS,Maize HS,21,3,74,190,Abilene Christian,4,5,0,-1,4,36,36,70,70,78,78,67,67,84,48,48,35,35,5,5,37,37,24,24,65,65,62,62,0,0,69,64,60,43,92,54,4,31,970,128,324,104,123,83,231,6,91,60,70,0,58,55,0
Ian,DUBOSE,Durham,NC,Ravenscroft School,21,3,76,210,Houston Baptist,3,0,0,-1,4,50,50,62,62,68,68,57,57,55,33,33,48,48,42,42,68,68,41,41,53,53,48,48,16,16,49,69,77,60,100,42,4,29,961,175,399,155,200,45,138,48,163,111,42,9,114,76,0
Kevon,HARRIS,Ellenwood,GA,DME Academy,22,3,78,216,Stephen F. Austin,4,1,0,-1,4,44,44,68,68,67,67,72,72,68,34,34,39,39,40,40,59,59,38,38,57,57,53,53,15,15,44,68,77,56,86,39,3,31,909,167,357,148,192,59,143,44,133,66,47,8,108,77,0
Kai,MITCHELL,Haverstraw,NY,Spring Valley HS,21,4,79,245,Sam Houston State,4,14,0,-1,2,73,73,56,56,60,60,34,34,30,39,39,41,41,51,51,59,59,42,42,23,23,36,36,54,54,0,46,54,64,71,24,4,31,746,178,321,75,99,14,38,55,132,64,24,38,71,109,0
Hayden,KOVAL,Prosper,TX,Link Year Prep,20,3,84,220,Central Arkansas,3,15,0,-1,1,40,40,37,37,46,46,40,40,55,48,48,25,25,34,34,43,43,41,41,16,16,18,18,53,53,37,32,42,56,100,39,5,31,1017,124,270,98,134,31,95,65,170,45,18,95,75,94,3
Dainan,SWOOPE,Overland Park,KS,Sunrise Christian Academy,23,3,72,185,Sam Houston State,4,13,0,-1,5,32,32,64,64,70,70,64,64,79,65,65,45,45,8,8,31,31,19,19,53,53,47,47,4,4,53,66,44,36,75,56,2,30,769,72,187,42,53,45,124,7,59,78,32,2,50,57,0
Kevin,JOHNSON,Thibodeux,LA,E.D. White HS,21,2,72,160,Nicholls State,3,3,0,-1,5,34,34,61,61,74,74,63,63,67,67,67,49,49,14,14,31,31,16,16,62,62,58,58,2,2,47,68,46,33,100,55,4,29,928,89,232,66,81,40,110,15,70,113,59,1,58,75,0
Jashawn,TALTON-THOMAS,Oklahoma City,OK,Southeast HS,21,3,77,210,Texas A&M Corpus Christi,4,4,0,-1,4,35,35,60,60,62,62,62,62,63,37,37,42,42,32,32,59,59,41,41,31,31,34,34,26,26,31,54,60,55,92,36,4,27,845,98,227,47,64,34,95,33,124,70,20,13,93,84,0
Eddy,KAYOULOUD,Paris,France,Oak Hill Academy,20,3,79,220,Central Arkansas,2,14,0,-1,4,51,51,58,58,64,64,42,42,39,38,38,37,37,58,58,59,59,37,37,34,34,40,40,20,20,21,58,64,56,99,31,5,31,863,144,314,70,94,19,73,60,128,59,28,10,89,95,0
DeAndre,JONES,Boise,ID,Link Year Prep,20,2,71,160,Central Arkansas,3,55,0,-1,5,37,37,47,47,7,7,75,75,77,45,45,70,70,17,17,44,44,22,22,46,46,41,41,0,0,51,74,60,40,95,52,5,22,651,83,215,35,100,48,115,13,72,131,22,0,78,50,0
Bryson,ROBINSON,Mesquite,TX,Mesquite HS,21,3,76,203,New Orleans,4,4,0,-1,4,49,49,70,70,82,82,67,67,77,45,45,40,40,15,15,42,42,28,28,52,52,45,45,5,5,70,67,63,46,100,54,4,30,1018,163,403,125,143,87,243,19,105,77,40,3,70,57,0
Roydell,BROWN,New Orleans,LA,Helen Cox HS,21,3,78,220,McNeese State,4,22,-1,-1,4,47,47,45,45,29,29,41,41,31,49,49,42,42,78,78,75,75,50,50,37,37,37,37,30,30,45,52,68,64,84,46,4,32,918,113,236,53,105,12,28,86,170,80,26,16,58,77,0
Sha'Markus,KENNEDY,Tuscaloosa,AL,Northridge HS,21,3,80,220,McNeese State,4,23,-1,-1,2,65,75,46,56,53,63,3,3,3,44,44,29,29,65,75,68,78,53,63,28,28,29,29,55,65,52,47,57,61,83,46,3,31,985,226,333,123,158,1,4,108,230,46,21,81,71,69,0
Dexter,MCCLANAHAN,Stockbridge,GA,Woodland HS,22,2,76,185,Nicholls State,4,22,-1,-1,4,43,43,62,62,58,58,66,66,73,47,47,38,38,18,18,27,27,21,21,52,52,48,48,11,11,40,63,54,38,90,42,3,31,953,154,377,48,68,72,203,20,64,66,41,6,61,85,0
D'Angelo,HUNTER,Louisville,KY,Pleasure Ridge Park HS,23,2,79,200,Nicholls State,4,0,-1,-1,3,37,37,51,51,57,57,51,51,62,44,44,27,27,20,20,39,39,32,32,55,55,53,53,25,25,31,51,51,47,73,35,2,25,618,74,210,30,43,31,106,15,60,26,32,9,45,61,0
A.J.,LAWSON,Bryan,TX,Bryan HS,21,3,77,215,McNeese State,4,12,-1,-1,5,68,68,56,56,49,49,53,53,45,41,41,54,54,22,22,41,41,29,29,43,43,42,42,11,11,32,75,60,42,88,40,4,32,952,180,391,90,140,28,91,25,96,135,33,6,127,93,0
Jaylen,KEY,Milwaukee,WI,Homestead HS,22,3,80,230,New Orleans,4,15,0,-1,2,54,54,42,42,41,41,0,0,2,41,41,18,18,37,37,47,47,35,35,24,24,36,36,38,38,7,39,45,57,65,23,3,26,574,90,180,33,54,0,6,28,78,17,19,13,50,79,0
Tristan,CLARK,San Antonio,TX,Findlay College Prep,22,3,82,245,Baylor,3,25,0,-1,2,56,56,45,45,50,50,0,0,2,40,40,16,16,54,54,61,61,48,48,13,13,37,37,56,56,12,41,49,67,42,24,4,22,289,38,80,11,17,0,2,15,38,11,4,10,26,53,5
Chris,CLARKE,Virginia Beach,VA,Cape Henry Collegiate School,24,3,78,220,Texas Tech,4,44,-1,-1,3,42,42,48,48,59,59,8,8,9,43,43,67,67,63,63,99,99,60,60,56,56,52,52,8,8,61,45,53,78,71,55,2,30,728,63,139,40,56,2,12,47,152,137,26,3,67,48,5
Prentiss,NIXON,Bolingbrook,IL,Bolingbrook HS,22,3,74,188,Iowa State,4,11,-1,-1,5,46,46,54,54,54,54,54,54,59,66,66,39,39,7,7,49,49,31,31,65,65,59,59,11,11,52,71,48,45,86,55,3,32,941,112,314,38,56,42,160,7,97,68,41,5,55,71,5
Terrell,GOMEZ,Los Angeles,CA,Inglewood HS,22,2,68,160,Cal State Northridge,3,3,0,-1,5,41,41,75,75,93,93,82,82,82,69,69,35,35,7,7,24,24,13,13,36,36,32,32,0,0,92,88,46,31,100,71,3,32,1187,207,472,109,115,111,252,10,70,74,26,0,46,33,0
Evan,LEONARD,Cerritos,CA,Cerritos HS,21,3,73,185,UC Irvine,4,14,0,-1,5,42,42,63,63,76,76,60,60,69,61,61,41,41,15,15,41,41,28,28,55,55,50,50,15,15,44,76,54,41,83,50,4,27,761,111,274,64,77,49,146,14,78,59,35,7,55,64,0
Drew,BUGGS,Long Beach,CA,Long Beach Polytechnic HS,20,3,75,195,Hawaii,3,1,0,-1,5,43,43,48,48,60,60,45,45,48,61,61,57,57,21,21,42,42,26,26,39,39,36,36,8,8,60,60,43,42,100,60,5,30,1045,109,301,36,50,27,103,27,109,160,28,5,82,70,0
Lamine,DIANE,Dakar,Senegal,Findlay Prep HS,22,2,79,205,Cal State Northridge,2,35,0,-1,2,81,81,49,49,48,48,44,44,38,40,40,40,40,39,39,76,76,57,57,49,49,46,46,56,56,38,50,70,68,100,39,4,19,682,176,367,118,178,16,56,38,156,53,33,38,56,62,0
Joe,MOONEY,Wauconda,IL,Notre Dame College Prep HS,21,3,75,187,UC Davis,4,22,0,-1,4,38,38,72,72,84,84,67,67,77,49,49,31,31,11,11,42,42,28,28,46,46,42,42,12,12,45,67,60,46,76,44,4,32,828,137,296,79,89,66,175,11,88,44,29,6,44,69,0
Eddie,STANSBERRY,San Francisco,CA,Archbishop Riordan (CA) HS,21,3,75,190,Hawaii,4,3,0,-1,4,43,43,68,68,83,83,68,68,80,54,54,24,24,7,7,31,31,24,24,40,40,37,37,9,9,79,62,54,39,100,58,4,30,1111,156,386,74,84,90,249,9,86,40,31,6,35,51,0
Zigmars,RAIMO,Madona,Latvia,Riga Secondary School,22,3,81,225,Hawaii,4,14,0,-1,2,44,44,40,40,52,52,5,5,6,44,44,44,44,50,50,45,45,34,34,49,49,48,48,14,14,41,34,47,55,96,43,3,30,980,99,222,80,116,2,10,71,132,100,50,9,80,86,0
Dikymbe,MARTIN,Riverside,CA,John W. North HS,22,2,73,170,UC Riverside,4,15,0,-1,5,34,34,65,65,68,68,68,68,82,69,69,30,30,10,10,27,27,20,20,47,47,41,41,7,7,75,73,46,33,61,64,3,28,582,74,186,31,40,49,126,6,39,36,19,2,19,28,0
Brandon,KAMGA,Reston,VA,South Lakes HS,22,3,77,215,Cal State Fullerton,4,1,-1,-1,4,43,43,63,63,73,73,60,60,62,41,41,25,25,20,20,44,44,28,28,25,25,33,33,13,13,26,63,64,49,96,32,0,29,943,151,355,98,121,50,148,23,104,36,21,7,80,98,0
Jordan,ROBERTS,Bakersfield,CA,Ridgeview HS,20,2,81,200,Long Beach State,3,2,0,-1,3,35,35,43,43,60,60,11,11,13,40,40,31,31,55,55,48,48,37,37,29,29,36,36,36,36,28,43,59,52,67,33,5,32,665,55,150,51,71,3,16,44,80,35,18,14,64,68,0
Jackson,ROWE,Toronto,Canada,Wasatch Academy,23,3,79,210,Cal State Fullerton,4,34,0,-1,2,52,52,54,54,50,50,65,65,67,42,42,34,34,36,36,62,62,50,50,37,37,37,37,48,48,37,45,63,61,91,38,2,20,620,99,212,78,115,35,86,32,115,37,21,25,52,57,0
Colin,SLATER,New Orleans,LA,Clovis East HS,22,3,73,190,Long Beach State,4,14,0,-1,5,37,37,57,57,73,73,65,65,60,64,64,35,35,7,7,30,30,19,19,47,47,43,43,2,2,47,68,43,35,85,51,3,31,895,113,287,52,64,37,98,7,66,55,32,1,57,73,0
Brandon,CYRUS,Oakville,Canada,La Lumiere School,22,2,77,190,UC Santa Barbara,4,11,0,-1,4,37,37,47,47,54,54,29,29,38,56,56,32,32,54,54,35,35,23,23,40,40,38,38,7,7,42,45,52,41,76,46,3,29,753,66,174,32,47,11,58,49,65,41,22,3,22,65,0
Nolan,TAYLOR,Keller,TX,Keller Central HS,22,5,79,260,Cal Poly,3,31,-1,-1,2,50,50,37,37,52,52,0,0,1,44,44,12,12,56,56,46,46,35,35,16,16,28,28,32,32,38,39,52,60,42,35,3,14,183,30,74,25,36,0,1,18,23,6,3,2,11,22,0
Chance,HUNTER,Inglewood,CA,Inglewood HS,21,2,78,190,Long Beach State,2,31,0,-1,4,44,44,61,61,48,48,73,73,67,41,41,24,24,32,32,59,59,36,36,32,32,34,34,14,14,32,66,60,53,96,34,4,32,858,165,364,56,88,58,139,33,127,31,20,7,71,84,0
Joshua,MORGAN,Sacramento,CA,Sheldon HS,18,1,83,195,Long Beach State,1,24,0,-1,1,52,52,47,47,38,38,0,0,0,52,52,23,23,47,47,54,54,53,53,24,24,28,28,70,70,32,35,39,57,100,38,5,32,845,115,185,40,68,0,1,58,137,28,17,80,50,83,0
Ezra,MANJON,Brentwood,CA,Heritage HS,18,2,71,165,UC Davis,1,5,0,-1,5,59,59,49,55,61,66,38,42,33,66,66,51,52,14,14,31,31,20,22,34,34,31,34,6,7,60,71,48,34,100,61,5,32,982,149,328,73,96,17,44,18,83,130,24,4,63,65,4
Junior,BALLARD,Stockton,CA,Modesto Christian School,20,3,75,200,Cal Poly,2,24,0,-1,4,42,42,57,57,62,62,62,62,61,43,43,30,30,19,19,46,46,31,31,46,46,43,43,17,17,32,65,75,48,96,36,5,30,807,126,327,96,131,46,129,18,92,41,30,8,60,79,0
Arinze,CHIDOM,Oakland,CA,Sunrise Christian Academy,21,4,81,240,UC Riverside,3,1,-1,-1,2,50,50,58,58,56,56,67,67,65,40,40,27,27,48,48,63,63,41,41,23,23,36,36,36,36,11,42,48,67,80,26,4,21,521,89,180,43,60,27,62,36,102,30,17,11,50,69,0
Umoja,GIBSON,Waco,TX,Waco University HS,21,2,73,168,North Texas,2,1,-1,-1,4,42,42,70,70,78,78,74,74,82,42,42,35,35,2,2,28,28,18,18,58,58,50,50,2,2,77,67,53,36,100,55,4,31,942,147,357,71,84,86,218,2,66,59,44,1,76,45,0
Jahmir,YOUNG,Hyattsville,MD,Dematha Catholic HS,18,3,73,185,Charlotte,1,1,0,-1,5,38,38,62,62,63,63,65,65,67,67,67,43,43,14,14,58,58,39,39,58,58,51,51,18,18,87,71,58,49,100,70,5,29,937,118,277,79,107,47,126,16,135,82,45,10,54,34,0
Jordan,SHEPHERD,Asheville,NC,Asheville Christian Academy,21,3,76,185,Charlotte,4,13,-1,-1,5,58,58,57,57,59,59,50,50,45,50,50,50,50,9,9,34,34,27,27,37,37,34,34,13,13,66,72,58,37,99,56,4,27,908,135,299,85,119,22,75,10,76,112,22,7,93,54,0
Tavin,LOVAN,Franklin,KY,Hargrave Military Academy,20,3,76,196,UAB,2,3,0,-1,4,54,54,58,58,68,68,18,18,16,48,48,39,39,37,37,48,48,34,34,55,55,48,48,22,22,59,62,77,48,100,51,5,32,937,151,281,113,146,6,22,42,112,68,41,12,59,63,0
Carson,WILLIAMS,Owenton,KY,Owen County HS,22,3,77,230,Western Kentucky,4,22,-1,-1,2,51,51,60,60,59,59,54,54,49,52,52,30,30,47,47,42,42,43,43,38,38,36,36,36,36,73,41,49,54,100,56,3,30,1023,151,272,96,128,23,59,70,128,52,33,24,45,53,0
Marcus,GARRETT,Dallas,TX,Skyline HS,21,2,77,195,Kansas,3,0,0,-1,5,42,42,53,53,44,44,56,56,41,71,71,55,55,18,18,58,58,39,39,72,72,67,67,16,16,54,65,57,49,100,61,5,31,999,106,240,56,92,17,52,18,122,144,56,8,54,73,0
Davion,MITCHELL,Hinesville,GA,Liberty County HS,21,3,74,195,Baylor,2,45,-1,-1,5,40,40,59,59,52,52,66,66,59,64,64,48,48,10,10,35,35,31,31,65,65,60,60,23,23,44,69,58,39,100,53,4,30,972,105,257,53,80,34,105,10,71,114,44,11,67,82,0
Freddie,GILLESPIE,St. Paul,MN,East Ridge (MN) HS,22,4,81,245,Baylor,4,33,-1,-1,2,55,55,49,49,55,55,0,0,0,52,52,17,17,85,85,63,63,60,60,45,45,45,45,69,69,31,38,57,67,84,37,3,30,852,111,202,65,95,0,0,124,147,14,34,66,26,84,0
Immanuel,QUICKLEY,Havre De Grace,MD,The John Carroll School,20,3,75,188,Kentucky,2,5,0,-1,4,47,47,80,80,89,89,88,88,71,51,51,33,33,16,16,53,53,32,32,47,47,44,44,8,8,56,71,78,50,100,49,6,30,989,138,331,144,156,62,145,16,110,56,27,4,48,70,0
Jermaine,COUSINARD,East Chicago,IN,Montverde Academy,19,3,76,211,South Carolina,1,5,-1,-1,4,48,48,56,56,53,53,60,60,55,42,42,49,49,28,28,38,38,27,27,37,37,46,46,10,10,23,67,79,47,100,36,5,30,780,123,314,81,121,36,124,22,63,95,23,4,66,84,0
Austin,WILEY,Hoover,AL,Spain Pain HS,21,4,83,260,Auburn,4,50,0,-1,1,56,56,40,40,48,48,0,0,0,41,41,20,20,75,75,75,75,61,61,18,18,34,34,63,63,6,41,59,79,63,25,4,31,663,108,188,114,170,0,1,111,177,17,16,50,52,84,0
Keyontae,JOHNSON,Norfolk,VA,Oak Hill Academy,20,4,77,231,Florida,2,11,0,-1,3,50,50,73,73,67,67,76,76,54,49,49,30,30,54,54,81,81,52,52,56,56,54,54,21,21,38,61,59,71,100,41,6,31,970,166,305,73,95,30,79,54,167,49,38,10,53,88,0
Gavin,KENSMIL,Paramaribo,Suriname,Canarias Basketball Academy,21,5,79,255,Stephen F. Austin,3,14,-1,-1,2,54,54,92,92,46,46,78,78,100,39,39,34,34,77,77,50,50,40,40,39,39,45,45,36,36,23,47,59,62,85,32,4,30,787,133,220,88,135,133,219,88,117,47,37,18,79,85,0
Zach,NUTALL,Bryan,TX,Bryan HS,19,3,75,185,Sam Houston State,2,10,0,-1,4,51,51,61,61,61,61,58,58,55,43,43,37,37,29,29,46,46,29,29,59,59,52,52,14,14,59,67,62,46,100,48,5,30,902,171,377,78,107,41,125,31,102,61,45,7,68,61,0
Warith,ALATISHE,Houston,TX,Westside HS,20,2,79,200,Nicholls State,2,5,0,-1,2,60,60,49,49,55,55,5,5,6,44,44,28,28,78,78,71,71,49,49,46,46,54,54,55,55,18,43,52,62,90,30,5,31,785,136,245,64,90,2,9,91,166,36,53,41,59,89,0
Rylan,BERGERSEN,Boise,ID,Link Year Prep,22,3,78,200,Central Arkansas,3,1,0,-1,4,52,52,54,54,55,55,49,49,55,43,43,42,42,34,34,37,37,31,31,30,30,30,30,25,25,42,62,79,44,100,42,3,31,1042,157,371,132,192,43,157,43,96,87,20,15,84,90,0
Chudier,BILE,Denver,CO,South HS,21,2,79,200,Northwestern State,3,4,-1,-1,2,57,57,56,56,58,58,60,60,60,17,17,36,36,52,52,78,78,49,49,21,21,34,34,57,57,0,48,66,66,78,14,4,28,680,130,271,104,141,35,93,51,162,44,20,41,110,102,0
Keaston,WILLIS,Sulphur Springs,TX,Sulphur Springs HS,18,3,75,180,Incarnate Word,1,2,0,-1,5,40,40,62,62,66,66,65,65,79,66,66,23,23,12,12,29,29,20,20,37,37,35,35,3,3,69,74,46,34,100,59,5,31,960,133,358,65,85,81,232,14,70,31,24,2,41,54,0
Jonah,MATHEWS,Santa Monica,CA,Santa Monica HS,22,3,75,205,Southern California,4,2,0,-1,4,40,40,68,68,63,63,80,80,73,51,51,34,34,9,9,33,33,26,26,65,65,59,59,10,10,53,66,64,43,94,48,3,31,996,135,345,77,104,69,181,9,69,59,44,5,49,74,0
Tyrell,TERRY,Minneapolis,MN,DeLaSalle HS,19,2,73,160,Stanford,1,3,0,-1,5,39,39,76,76,84,84,84,84,71,59,59,45,45,11,11,60,60,34,34,67,67,58,58,4,4,63,85,54,47,100,58,6,31,1010,147,333,98,110,62,152,11,128,99,43,2,82,64,0
Oscar,DA SILVA,Munich,Germany,Ludwig Gymnasium,21,3,81,225,Stanford,3,13,0,-1,2,67,67,58,58,62,62,32,32,28,40,40,32,32,43,43,53,53,47,47,41,41,40,40,41,41,33,45,54,59,92,36,5,31,888,187,328,101,131,13,41,55,142,48,35,26,80,86,0
Matt,BRADLEY,San Bernardino,CA,Wasatch Academy,20,4,76,220,California,2,20,0,-1,4,53,53,73,73,81,81,81,81,66,44,44,28,28,20,20,61,61,40,40,31,31,31,31,13,13,45,71,71,57,100,41,6,32,1062,181,414,131,151,66,172,22,136,49,15,7,75,89,0
Jubrile,BELO,London,United Kingdom,Barking Abbey (UK),21,4,81,240,Montana State,2,13,0,-1,2,64,64,47,47,59,59,0,0,0,43,43,20,20,55,55,55,55,41,41,13,13,28,28,51,51,0,44,64,63,93,21,4,31,811,137,224,132,176,0,0,65,133,21,16,37,65,113,0
Trevon,ALLEN,Lapwai,ID,Calrkston HS,21,3,74,183,Idaho,4,25,0,-1,4,57,57,64,64,73,73,71,71,61,41,41,30,30,8,8,54,54,33,33,60,60,52,52,7,7,77,75,71,50,99,53,4,30,1007,229,510,127,156,62,155,10,137,50,50,4,81,48,0
John,KNIGHT III,Jackson,MS,Callaway (MS) HS,20,3,75,205,Southern Utah,3,3,0,-1,5,68,68,51,51,64,64,9,9,8,47,47,48,48,40,40,40,40,36,36,48,48,44,44,36,36,43,76,80,41,85,46,5,31,813,132,281,125,167,2,13,39,81,92,31,17,92,70,0
Tarik,COOL,Chandler,AZ,Desert Vista HS,22,2,76,180,Idaho State,3,2,-1,-1,5,44,44,57,57,62,62,63,63,58,47,47,46,46,7,7,30,30,21,21,41,41,37,37,8,8,59,74,52,34,91,52,3,30,844,135,330,66,90,41,113,7,62,88,24,4,96,57,0
Derrick,CARTER-HOLLINGER,El Cajon,CA,Foothills Christian HS,18,3,77,207,Montana,1,35,0,-1,3,41,41,63,63,48,48,31,31,26,51,51,29,29,46,46,64,64,43,43,16,16,29,29,48,48,1,48,53,60,91,27,5,31,709,89,149,21,33,9,19,39,112,33,13,24,36,94,0
Sacar,ANIM,Minneapolis,MN,DeLaSalle HS,22,3,77,210,Marquette,4,2,0,-1,4,42,42,63,63,53,53,81,81,64,49,49,27,27,35,35,40,40,35,35,51,51,48,48,16,16,70,63,64,47,99,53,3,30,1005,141,332,62,92,49,125,36,86,43,31,8,52,56,0
Quincy,MCKNIGHT,Bridgeport,CT,St. Joseph's HS,24,2,76,185,Seton Hall,4,0,-1,-1,5,39,39,69,69,79,79,71,71,60,64,64,63,63,14,14,45,45,30,30,70,70,63,63,11,11,59,74,61,43,90,62,2,30,922,109,263,102,120,36,104,13,87,161,45,5,68,63,0
Sean,MCDERMOTT,Anderson,IN,Pendleton Heights HS,23,2,78,195,Butler,4,22,0,-1,3,42,42,82,82,81,81,83,83,82,57,57,23,23,33,33,75,75,53,53,40,40,38,38,25,25,83,57,54,64,97,61,2,31,1021,119,251,59,68,65,165,34,161,32,21,13,21,42,0
Julian,CHAMPAGNIE,Brooklyn,NY,Bishop Louglin Memorial HS,18,3,79,220,St. John's,1,2,0,-1,3,43,43,61,61,65,65,59,59,48,50,50,22,22,68,68,87,87,72,72,67,67,62,62,55,55,61,56,64,73,100,49,5,32,819,121,267,52,69,24,77,57,151,24,39,26,38,54,0
Tyrique,JONES,Bloomfield,CT,Vermont Academy,22,3,81,239,Xavier,4,4,0,-1,2,64,64,43,43,42,42,0,0,0,46,46,31,31,75,75,75,75,61,61,42,42,41,41,48,48,43,46,61,68,73,42,3,32,902,172,309,103,174,0,0,139,214,47,31,34,57,77,0
Trey,LANDERS,Dayton,OH,Wayne HS,21,3,77,221,Dayton,4,3,0,-1,4,43,43,64,64,43,43,59,59,48,52,52,42,42,60,60,84,84,55,55,54,54,52,52,25,25,39,61,68,67,85,45,4,31,892,126,223,55,91,20,64,55,158,74,32,11,43,80,0
Blake,FRANCIS,Herndon,VA,Westfield HS,22,2,72,175,Richmond,3,1,-1,-1,4,55,55,71,71,72,72,80,80,71,47,47,34,34,17,17,24,24,17,17,58,58,50,50,0,0,72,78,61,36,100,54,3,25,818,153,367,70,87,66,182,14,42,50,28,0,50,44,0
Marcus,WEATHERS,Overland Park,KS,Shawnee Mission North HS,22,3,77,215,Duquesne,3,5,-1,-1,3,61,61,55,55,53,53,19,19,16,45,45,33,33,90,90,72,72,60,60,57,57,53,53,65,65,47,64,86,69,95,43,3,30,881,160,287,103,153,5,31,91,152,51,33,39,61,71,0
Wayne,BISTOL JR.,Upper Marlboro,MD,St. Thomas School,18,2,78,175,Howard,1,31,0,-1,4,37,37,61,61,70,70,70,70,64,42,42,33,33,27,27,42,42,34,34,41,41,37,37,21,21,63,60,63,44,100,49,5,33,1022,139,339,84,106,50,125,33,108,59,29,13,85,65,0
Ronald,JACKSON,Clay County,FL,Fleming Island HS,22,3,80,205,North Carolina A&T,4,21,0,-1,2,54,54,58,58,61,61,48,48,45,49,49,21,21,71,71,74,74,49,49,43,43,39,39,26,26,45,44,59,67,94,42,3,32,1020,163,303,130,170,23,71,105,227,28,39,17,52,85,0
Jordan,PERKINS,Greensboro,NC,Greensboro Day School,21,3,73,190,North Carolina Central,3,12,0,-1,5,42,42,49,49,42,42,22,22,27,56,56,61,61,10,10,33,33,22,22,52,52,46,46,9,9,54,57,46,37,93,56,4,31,893,83,181,37,62,8,39,11,73,150,37,5,85,65,0
C.J.,KEYSER,Baltimore,MD,Sunrise Christian Academy,23,3,75,185,North Carolina Central,3,22,-1,-1,4,39,39,67,67,60,60,70,70,63,43,43,27,27,16,16,34,34,27,27,38,38,38,38,20,20,36,63,62,41,83,37,2,23,591,98,191,44,61,27,66,11,51,33,16,7,45,60,0
Rod,MELTON JR.,Dothan,AL,Dothan HS,21,3,73,180,Florida A&M,4,4,0,-1,4,43,43,58,58,48,48,64,64,65,50,50,30,30,18,18,29,29,19,19,52,52,44,44,2,2,73,63,52,38,97,55,4,27,893,136,326,46,72,52,145,19,65,44,34,1,46,47,0
Koby,THOMAS,Philadelphia,PA,Imhotep Charter School,21,2,78,190,Coppin State,3,10,0,-1,4,60,60,47,47,41,41,27,27,26,43,43,21,21,66,66,65,65,43,43,55,55,51,51,27,27,31,63,80,56,91,34,4,31,875,151,320,103,175,10,53,70,142,23,42,14,64,87,0
Stanley,DAVIS,Chester,PA,STEM Academy,21,3,77,204,Morgan State,4,0,0,-1,4,54,54,57,57,69,69,27,27,25,38,38,42,42,37,37,63,63,40,40,40,40,39,39,19,19,32,62,76,56,88,36,4,30,893,146,314,109,139,11,47,40,140,74,28,10,91,87,0
Justin,HOPKINS,Huntsville,AL,J.O. Johnson HS,21,3,77,205,Texas Southern,3,15,-1,-1,3,40,40,61,61,68,68,39,39,37,45,45,24,24,46,46,46,46,31,31,34,34,36,36,13,13,35,52,67,52,92,37,4,32,917,105,208,110,142,17,47,51,104,33,24,7,70,87,0
Tristan,JARRETT,Brownsville,TN,Brownsville HS,20,3,76,195,Jackson State,3,4,0,-1,3,55,55,52,52,57,57,48,48,50,37,37,37,37,25,25,37,37,34,34,57,57,51,51,29,29,64,66,71,46,90,48,5,32,894,195,500,102,146,47,175,27,82,60,43,15,85,56,0
